AIANHH,STATE,COUNTY,COUSUBCE,RT,CODE,POP,VAPOP,VACIT,VACLANG,VACLEP,ILLIT,CILLIT,LEPPCT,ILLRAT,FENG5I,FENG10I,NAME1,STABRV,NAME21,RACEGP
0000,48,059,000,1,,12905,9530,9430,480,100,10,100,106,1000,,,Callahan County,TX,,TOTAL PERSONS
0000,48,059,000,2,,805,460,380,310,80,10,40,085,1250,+,,Callahan County,TX,,SPANISH/HISPANIC/LATINO
0000,48,061,000,1,,335225,222125,174675,131095,48355,11920,15930,2768,2465,,,Cameron County,TX,,TOTAL PERSONS
0000,48,061,000,2,,283155,179245,133500,124240,46875,11740,15450,2684,2505,*,#,Cameron County,TX,,SPANISH/HISPANIC/LATINO
0000,48,063,000,1,,11550,8460,7770,515,140,50,135,180,3571,,,Camp County,TX,,TOTAL PERSONS
0000,48,063,000,2,,,,,,,,,,,+,,Camp County,TX,,SPANISH/HISPANIC/LATINO
0000,48,065,000,1,,6515,4700,4615,265,90,4,25,195,444,,,Carson County,TX,,TOTAL PERSONS
0000,48,065,000,2,,445,250,185,135,55,4,10,119,727,+,,Carson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,067,000,1,,30440,22870,22725,590,170,4,375,075,235,,,Cass County,TX,,TOTAL PERSONS
0000,48,067,000,2,,,,,,,,,,,+,,Cass County,TX,,SPANISH/HISPANIC/LATINO
0000,48,069,000,1,,8285,5545,5025,1950,630,220,380,1254,3492,,,Castro County,TX,,TOTAL PERSONS
0000,48,069,000,2,,4295,2555,2040,1855,620,220,330,1234,3548,*,,Castro County,TX,,SPANISH/HISPANIC/LATINO
0000,48,071,000,1,,26030,18495,17795,1515,465,60,320,261,1290,,,Chambers County,TX,,TOTAL PERSONS
0000,48,071,000,2,,2835,1705,1085,745,265,35,75,149,1321,+,,Chambers County,TX,,SPANISH/HISPANIC/LATINO
0000,48,073,000,1,,46660,34385,32065,1900,720,175,615,225,2431,,,Cherokee County,TX,,TOTAL PERSONS
0000,48,073,000,2,,6185,3750,1550,1230,615,175,230,192,2846,+,,Cherokee County,TX,,SPANISH/HISPANIC/LATINO
0000,48,075,000,1,,7690,5985,5820,815,160,65,140,275,4063,,,Childress County,TX,,TOTAL PERSONS
0000,48,075,000,2,,1560,1095,935,705,135,65,105,232,4815,+,,Childress County,TX,,SPANISH/HISPANIC/LATINO
0000,48,077,000,1,,11005,8275,8205,225,50,0,50,061,000,,,Clay County,TX,,TOTAL PERSONS
0000,48,077,000,2,,,,,,,,,,,+,,Clay County,TX,,SPANISH/HISPANIC/LATINO
0000,48,079,000,1,,3730,2555,2330,840,320,95,160,1373,2969,,,Cochran County,TX,,TOTAL PERSONS
0000,48,079,000,2,,1680,1020,825,765,295,95,155,1266,3220,*,,Cochran County,TX,,SPANISH/HISPANIC/LATINO
0000,48,081,000,1,,3865,2925,2875,315,85,50,80,296,5882,,,Coke County,TX,,TOTAL PERSONS
0000,48,081,000,2,,655,395,350,275,85,50,60,296,5882,+,,Coke County,TX,,SPANISH/HISPANIC/LATINO
0000,48,083,000,1,,9235,7060,6910,560,150,20,85,217,1333,,,Coleman County,TX,,TOTAL PERSONS
0000,48,083,000,2,,1240,785,650,420,115,20,55,166,1739,+,,Coleman County,TX,,SPANISH/HISPANIC/LATINO
0000,48,085,000,1,,491675,350925,315005,35555,9770,465,1305,310,476,,,Collin County,TX,,TOTAL PERSONS
0000,48,085,000,2,,50260,33210,18960,12460,3285,345,570,104,1050,+,,Collin County,TX,,SPANISH/HISPANIC/LATINO
0000,48,087,000,1,,3205,2360,2320,370,120,40,95,517,3333,,,Collingsworth County,TX,,TOTAL PERSONS
0000,48,087,000,2,,660,395,365,300,110,40,60,474,3636,+,,Collingsworth County,TX,,SPANISH/HISPANIC/LATINO
0000,48,089,000,1,,20390,15185,14190,2005,605,95,340,426,1570,,,Colorado County,TX,,TOTAL PERSONS
0000,48,089,000,2,,4030,2535,1580,1240,420,85,145,296,2024,+,,Colorado County,TX,,SPANISH/HISPANIC/LATINO
0000,48,091,000,1,,78020,58010,56095,10365,2610,415,1060,465,1590,,,Comal County,TX,,TOTAL PERSONS
0000,48,091,000,2,,17635,11665,10050,7465,2000,415,755,357,2075,+,,Comal County,TX,,SPANISH/HISPANIC/LATINO
0000,48,093,000,1,,14025,10475,9820,1205,270,105,255,275,3889,,,Comanche County,TX,,TOTAL PERSONS
0000,48,093,000,2,,2955,1730,1125,910,265,105,165,270,3962,+,,Comanche County,TX,,SPANISH/HISPANIC/LATINO
0000,48,095,000,1,,3965,3325,3255,920,285,65,155,876,2281,,,Concho County,TX,,TOTAL PERSONS
0000,48,095,000,2,,1650,1380,1310,835,265,65,135,814,2453,*,,Concho County,TX,,SPANISH/HISPANIC/LATINO
0000,48,097,000,1,,36365,26395,25090,1290,480,30,195,191,625,,,Cooke County,TX,,TOTAL PERSONS
0000,48,097,000,2,,3570,2075,920,715,320,30,40,128,938,+,,Cooke County,TX,,SPANISH/HISPANIC/LATINO
0000,48,099,000,1,,74980,55310,53625,7590,1465,65,535,273,444,,,Coryell County,TX,,TOTAL PERSONS
0000,48,099,000,2,,9390,6455,5840,4570,745,35,260,139,470,+,,Coryell County,TX,,SPANISH/HISPANIC/LATINO
0000,48,101,000,1,,1905,1445,1395,170,60,10,40,430,1667,,,Cottle County,TX,,TOTAL PERSONS
0000,48,101,000,2,,360,220,175,155,55,10,20,394,1818,+,,Cottle County,TX,,SPANISH/HISPANIC/LATINO
0000,48,103,000,1,,3995,2730,2430,850,215,40,75,885,1860,,,Crane County,TX,,TOTAL PERSONS
0000,48,103,000,2,,1760,1055,790,730,210,40,60,864,1905,*,,Crane County,TX,,SPANISH/HISPANIC/LATINO
0000,48,105,000,1,,4100,2910,2705,1295,455,65,155,1682,1429,,,Crockett County,TX,,TOTAL PERSONS
0000,48,105,000,2,,2260,1480,1285,1150,415,65,140,1534,1566,*,,Crockett County,TX,,SPANISH/HISPANIC/LATINO
0000,48,107,000,1,,7070,4900,4765,1930,605,170,270,1270,2810,,,Crosby County,TX,,TOTAL PERSONS
0000,48,107,000,2,,3455,2075,1950,1805,580,170,245,1217,2931,*,,Crosby County,TX,,SPANISH/HISPANIC/LATINO
0000,48,109,000,1,,2975,2020,1865,1345,460,165,185,2466,3587,,,Culberson County,TX,,TOTAL PERSONS
0000,48,109,000,2,,2150,1365,1220,1165,420,160,180,2252,3810,*,,Culberson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,111,000,1,,6220,4230,3930,595,170,30,55,433,1765,,,Dallam County,TX,,TOTAL PERSONS
0000,48,111,000,2,,1770,1075,805,535,160,30,45,407,1875,+,,Dallam County,TX,,SPANISH/HISPANIC/LATINO
0000,48,113,000,1,,2218900,1601480,1296065,223255,76755,10530,23645,592,1372,,,Dallas County,TX,,TOTAL PERSONS
0000,48,113,000,2,,663125,422630,183015,148815,53985,9405,13880,417,1742,+,#,Dallas County,TX,,SPANISH/HISPANIC/LATINO
0000,48,115,000,1,,14985,11155,10915,4780,1370,515,880,1255,3759,,,Dawson County,TX,,TOTAL PERSONS
0000,48,115,000,2,,7205,4765,4600,4270,1270,510,770,1164,4016,*,,Dawson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,117,000,1,,18560,12360,11255,4980,1670,515,795,1484,3084,,,Deaf Smith County,TX,,TOTAL PERSONS
0000,48,117,000,2,,10710,6290,5205,4790,1650,505,695,1466,3061,*,,Deaf Smith County,TX,,SPANISH/HISPANIC/LATINO
0000,48,119,000,1,,5325,3970,3955,70,15,10,60,038,6667,,,Delta County,TX,,TOTAL PERSONS
0000,48,119,000,2,,,,,,,,,,,+,,Delta County,TX,,SPANISH/HISPANIC/LATINO
0000,48,121,000,1,,432975,313420,290455,29415,8130,665,2490,280,818,,,Denton County,TX,,TOTAL PERSONS
0000,48,121,000,2,,52365,34315,21715,14600,4045,485,730,139,1199,+,,Denton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,123,000,1,,20015,15265,14995,3580,1070,320,700,714,2991,,,DeWitt County,TX,,TOTAL PERSONS
0000,48,123,000,2,,5465,3775,3540,2765,890,310,515,594,3483,*,,DeWitt County,TX,,SPANISH/HISPANIC/LATINO
0000,48,125,000,1,,2760,2255,2230,465,65,30,90,291,4615,,,Dickens County,TX,,TOTAL PERSONS
0000,48,125,000,2,,645,470,450,430,55,30,55,247,5455,+,,Dickens County,TX,,SPANISH/HISPANIC/LATINO
0000,48,127,000,1,,10250,6865,6535,5275,2015,695,855,3083,3449,,,Dimmit County,TX,,TOTAL PERSONS
0000,48,127,000,2,,8745,5695,5390,5040,1950,680,840,2984,3487,*,,Dimmit County,TX,,SPANISH/HISPANIC/LATINO
0000,48,129,000,1,,3830,2965,2915,180,50,10,35,172,2000,,,Donley County,TX,,TOTAL PERSONS
0000,48,129,000,2,,,,,,,,,,,+,,Donley County,TX,,SPANISH/HISPANIC/LATINO
0000,48,131,000,1,,13120,9260,9040,7620,2580,570,815,2854,2209,,,Duval County,TX,,TOTAL PERSONS
0000,48,131,000,2,,11565,8010,7790,7345,2500,560,795,2765,2240,*,,Duval County,TX,,SPANISH/HISPANIC/LATINO
0000,48,133,000,1,,18295,14010,13645,1005,320,55,240,235,1719,,,Eastland County,TX,,TOTAL PERSONS
0000,48,133,000,2,,1965,1255,915,690,245,55,60,180,2245,+,,Eastland County,TX,,SPANISH/HISPANIC/LATINO
0000,48,135,000,1,,121125,84340,77460,23795,7240,1315,2375,935,1816,,,Ector County,TX,,TOTAL PERSONS
0000,48,135,000,2,,51345,31290,24840,21955,6775,1285,1865,875,1897,*,,Ector County,TX,,SPANISH/HISPANIC/LATINO
0000,48,137,000,1,,2160,1550,1465,630,240,80,120,1638,3333,,,Edwards County,TX,,TOTAL PERSONS
0000,48,137,000,2,,985,630,550,530,230,75,105,1570,3261,*,,Edwards County,TX,,SPANISH/HISPANIC/LATINO
0000,48,139,000,1,,111360,77845,73135,8615,2310,380,1010,316,1645,,,Ellis County,TX,,TOTAL PERSONS
0000,48,139,000,2,,20315,12290,7975,6315,1845,375,595,252,2033,+,,Ellis County,TX,,SPANISH/HISPANIC/LATINO
0000,48,141,000,1,,679620,462770,369315,254025,89945,13835,18410,2435,1538,,,El Paso County,TX,,TOTAL PERSONS
0000,48,141,000,2,,531965,348200,260455,235370,85400,13660,17500,2312,1600,*,#,El Paso County,TX,,SPANISH/HISPANIC/LATINO
0000,48,143,000,1,,33000,24870,23570,2035,740,230,520,314,3108,,,Erath County,TX,,TOTAL PERSONS
0000,48,143,000,2,,4945,2855,1780,1460,600,225,405,255,3750,+,,Erath County,TX,,SPANISH/HISPANIC/LATINO
0000,48,145,000,1,,18575,13435,13010,1370,575,110,315,442,1913,,,Falls County,TX,,TOTAL PERSONS
0000,48,145,000,2,,2950,1690,1285,1020,525,110,165,404,2095,+,,Falls County,TX,,SPANISH/HISPANIC/LATINO
0000,48,147,000,1,,31240,23970,23295,975,260,25,290,112,962,,,Fannin County,TX,,TOTAL PERSONS
0000,48,147,000,2,,1770,1210,635,410,135,10,15,058,741,+,,Fannin County,TX,,SPANISH/HISPANIC/LATINO
0000,48,149,000,1,,21805,16775,16025,2790,925,70,305,577,757,,,Fayette County,TX,,TOTAL PERSONS
0000,48,149,000,2,,2760,1735,1050,850,345,60,110,215,1739,+,,Fayette County,TX,,SPANISH/HISPANIC/LATINO
0000,48,151,000,1,,4345,3300,3245,595,205,85,175,632,4146,,,Fisher County,TX,,TOTAL PERSONS
0000,48,151,000,2,,945,620,565,495,185,80,110,570,4324,*,,Fisher County,TX,,SPANISH/HISPANIC/LATINO
0000,48,153,000,1,,7770,5340,5115,1815,580,200,390,1134,3448,,,Floyd County,TX,,TOTAL PERSONS
0000,48,153,000,2,,3575,2075,1855,1700,555,180,340,1085,3243,*,,Floyd County,TX,,SPANISH/HISPANIC/LATINO
0000,48,155,000,1,,1620,1200,1190,150,40,10,30,336,2500,,,Foard County,TX,,TOTAL PERSONS
0000,48,155,000,2,,265,160,150,110,25,4,15,210,1600,+,,Foard County,TX,,SPANISH/HISPANIC/LATINO
0000,48,157,000,1,,354450,240950,213095,53330,16435,1815,3990,771,1104,,,Fort Bend County,TX,,TOTAL PERSONS
0000,48,157,000,2,,74785,47235,34260,27220,8300,1415,2245,389,1705,+,,Fort Bend County,TX,,SPANISH/HISPANIC/LATINO
0000,48,159,000,1,,9460,7140,6830,365,130,25,70,190,1923,,,Franklin County,TX,,TOTAL PERSONS
0000,48,159,000,2,,830,465,185,155,85,25,25,124,2941,+,,Franklin County,TX,,SPANISH/HISPANIC/LATINO
0000,48,161,000,1,,17865,13710,13385,580,195,4,130,146,205,,,Freestone County,TX,,TOTAL PERSONS
0000,48,161,000,2,,1505,1025,715,310,95,4,15,071,421,+,,Freestone County,TX,,SPANISH/HISPANIC/LATINO
0000,48,163,000,1,,16250,11585,11150,6480,2415,600,805,2166,2484,,,Frio County,TX,,TOTAL PERSONS
0000,48,163,000,2,,12015,8015,7595,6215,2360,600,775,2117,2542,*,,Frio County,TX,,SPANISH/HISPANIC/LATINO
0000,48,165,000,1,,14465,9435,8180,3155,1200,320,485,1467,2667,,,Gaines County,TX,,TOTAL PERSONS
0000,48,165,000,2,,5180,3105,2590,2335,895,270,350,1094,3017,*,,Gaines County,TX,,SPANISH/HISPANIC/LATINO
0000,48,167,000,1,,250160,183430,171965,22100,6595,815,2700,384,1236,,,Galveston County,TX,,TOTAL PERSONS
0000,48,167,000,2,,45155,29430,21620,14205,4260,660,1140,248,1549,+,,Galveston County,TX,,SPANISH/HISPANIC/LATINO
0000,48,169,000,1,,4870,3505,3380,985,365,40,115,1080,1096,,,Garza County,TX,,TOTAL PERSONS
0000,48,169,000,2,,1810,1225,1105,950,365,40,90,1080,1096,*,,Garza County,TX,,SPANISH/HISPANIC/LATINO
0000,48,171,000,1,,20815,16355,15525,3750,860,110,250,554,1279,,,Gillespie County,TX,,TOTAL PERSONS
0000,48,171,000,2,,3330,2080,1325,1110,375,100,135,242,2667,+,,Gillespie County,TX,,SPANISH/HISPANIC/LATINO
0000,48,173,000,1,,1405,925,825,160,50,15,20,606,3000,,,Glasscock County,TX,,TOTAL PERSONS
0000,48,173,000,2,,420,245,150,140,45,15,20,545,3333,*,,Glasscock County,TX,,SPANISH/HISPANIC/LATINO
0000,48,175,000,1,,6930,5125,5010,1485,395,110,205,788,2785,,,Goliad County,TX,,TOTAL PERSONS
0000,48,175,000,2,,2435,1615,1525,1260,350,110,185,699,3143,*,,Goliad County,TX,,SPANISH/HISPANIC/LATINO
0000,48,177,000,1,,18630,13425,12255,3390,1140,315,640,930,2763,,,Gonzales County,TX,,TOTAL PERSONS
0000,48,177,000,2,,7430,4730,3585,2950,1085,315,500,885,2903,*,,Gonzales County,TX,,SPANISH/HISPANIC/LATINO
0000,48,179,000,1,,22745,17320,16800,1675,455,45,175,271,989,,,Gray County,TX,,TOTAL PERSONS
0000,48,179,000,2,,2955,1850,1400,1015,290,45,60,173,1552,+,,Gray County,TX,,SPANISH/HISPANIC/LATINO
0000,48,181,000,1,,110595,82740,80240,3395,905,75,720,113,829,,,Grayson County,TX,,TOTAL PERSONS
0000,48,181,000,2,,7070,4365,2395,1300,385,70,130,048,1818,+,,Grayson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,183,000,1,,111380,81565,77965,3940,1410,275,1015,181,1950,,,Gregg County,TX,,TOTAL PERSONS
0000,48,183,000,2,,9875,5910,2860,1990,915,275,385,117,3005,+,,Gregg County,TX,,SPANISH/HISPANIC/LATINO
0000,48,185,000,1,,23550,17740,17040,1900,535,105,490,314,1963,,,Grimes County,TX,,TOTAL PERSONS
0000,48,185,000,2,,3825,2650,2020,1340,415,105,190,244,2530,+,,Grimes County,TX,,SPANISH/HISPANIC/LATINO
0000,48,187,000,1,,89025,63800,61115,15690,4175,795,1515,683,1904,,,Guadalupe County,TX,,TOTAL PERSONS
0000,48,187,000,2,,29520,18695,16370,12645,3540,720,1110,579,2034,*,,Guadalupe County,TX,,SPANISH/HISPANIC/LATINO
0000,48,189,000,1,,36600,25545,23930,8555,2755,730,1120,1151,2650,,,Hale County,TX,,TOTAL PERSONS
0000,48,189,000,2,,17565,10680,9195,8010,2625,720,990,1097,2743,*,,Hale County,TX,,SPANISH/HISPANIC/LATINO
0000,48,191,000,1,,3780,2755,2570,425,145,35,80,564,2414,,,Hall County,TX,,TOTAL PERSONS
0000,48,191,000,2,,1040,580,420,355,130,30,35,506,2308,*,,Hall County,TX,,SPANISH/HISPANIC/LATINO
0000,48,193,000,1,,8230,6270,6090,360,100,15,95,164,1500,,,Hamilton County,TX,,TOTAL PERSONS
0000,48,193,000,2,,615,365,210,170,45,15,25,074,3333,+,,Hamilton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,195,000,1,,5370,3805,3325,560,200,40,80,602,2000,,,Hansford County,TX,,TOTAL PERSONS
0000,48,195,000,2,,1710,995,520,460,180,40,70,541,2222,*,,Hansford County,TX,,SPANISH/HISPANIC/LATINO
0000,48,197,000,1,,4725,3535,3490,340,80,35,120,229,4375,,,Hardeman County,TX,,TOTAL PERSONS
0000,48,197,000,2,,715,395,355,300,75,35,50,215,4667,+,,Hardeman County,TX,,SPANISH/HISPANIC/LATINO
0000,48,199,000,1,,48075,34750,34490,1025,235,10,320,068,426,,,Hardin County,TX,,TOTAL PERSONS
0000,48,199,000,2,,1175,690,555,220,45,4,15,013,889,+,,Hardin County,TX,,SPANISH/HISPANIC/LATINO
0000,48,201,000,1,,3400580,2418440,1964970,453995,157310,19180,40090,801,1219,,,Harris County,TX,,TOTAL PERSONS
0000,48,201,000,2,,1120625,717265,374225,303405,107915,16150,24730,549,1497,*,#,Harris County,TX,,SPANISH/HISPANIC/LATINO
0000,48,201,000,6,015,58250,42885,28405,26920,16970,1325,1505,086,781,,#,Harris County,TX,,VIETNAMESE
0000,48,203,000,1,,62110,45425,44225,1685,555,75,545,125,1351,,,Harrison County,TX,,TOTAL PERSONS
0000,48,203,000,2,,3355,1845,915,620,225,70,105,051,3111,+,,Harrison County,TX,,SPANISH/HISPANIC/LATINO
0000,48,205,000,1,,5535,4390,4310,440,40,0,25,093,000,,,Hartley County,TX,,TOTAL PERSONS
0000,48,205,000,2,,765,630,565,375,30,0,10,070,000,+,,Hartley County,TX,,SPANISH/HISPANIC/LATINO
0000,48,207,000,1,,6095,4655,4525,650,220,90,160,486,4091,,,Haskell County,TX,,TOTAL PERSONS
0000,48,207,000,2,,1255,785,655,570,215,90,115,475,4186,+,,Haskell County,TX,,SPANISH/HISPANIC/LATINO
0000,48,209,000,1,,97590,73775,70770,15045,3595,630,1145,508,1752,,,Hays County,TX,,TOTAL PERSONS
0000,48,209,000,2,,28740,19550,17275,12590,3110,625,955,439,2010,+,,Hays County,TX,,SPANISH/HISPANIC/LATINO
0000,48,211,000,1,,3350,2425,2300,170,70,10,35,304,1429,,,Hemphill County,TX,,TOTAL PERSONS
0000,48,211,000,2,,505,275,155,115,50,10,20,217,2000,+,,Hemphill County,TX,,SPANISH/HISPANIC/LATINO
0000,48,213,000,1,,73275,55415,53760,2350,720,120,755,134,1667,,,Henderson County,TX,,TOTAL PERSONS
0000,48,213,000,2,,4945,2795,1430,990,420,120,190,078,2857,+,,Henderson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,215,000,1,,569465,368955,270075,213115,77330,19850,26845,2863,2567,,,Hidalgo County,TX,,TOTAL PERSONS
0000,48,215,000,2,,503525,313800,217685,204075,75255,19600,26305,2786,2604,*,#,Hidalgo County,TX,,SPANISH/HISPANIC/LATINO
0000,48,217,000,1,,32320,24010,22945,2000,645,135,405,281,2093,,,Hill County,TX,,TOTAL PERSONS
0000,48,217,000,2,,4345,2650,1720,1345,500,130,195,218,2600,+,,Hill County,TX,,SPANISH/HISPANIC/LATINO
0000,48,219,000,1,,22715,16095,15495,4295,1390,435,725,897,3129,,,Hockley County,TX,,TOTAL PERSONS
0000,48,219,000,2,,8455,5205,4675,3975,1285,425,580,829,3307,*,,Hockley County,TX,,SPANISH/HISPANIC/LATINO
0000,48,221,000,1,,41100,31330,30705,1650,495,4,200,161,081,,,Hood County,TX,,TOTAL PERSONS
0000,48,221,000,2,,2870,1775,1265,795,280,4,10,091,143,+,,Hood County,TX,,SPANISH/HISPANIC/LATINO
0000,48,223,000,1,,31960,23580,22555,1185,460,95,410,204,2065,,,Hopkins County,TX,,TOTAL PERSONS
0000,48,223,000,2,,2960,1750,885,645,335,95,110,149,2836,+,,Hopkins County,TX,,SPANISH/HISPANIC/LATINO
0000,48,225,000,1,,23185,17795,17320,1010,275,50,270,159,1818,,,Houston County,TX,,TOTAL PERSONS
0000,48,225,000,2,,1760,1235,825,735,195,45,70,113,2308,+,,Houston County,TX,,SPANISH/HISPANIC/LATINO
0000,48,227,000,1,,33625,25490,24080,7100,2005,350,700,833,1746,,,Howard County,TX,,TOTAL PERSONS
0000,48,227,000,2,,12630,9130,7865,6610,1945,345,540,808,1774,*,,Howard County,TX,,SPANISH/HISPANIC/LATINO
0000,48,229,000,1,,3345,2200,1535,945,375,80,105,2443,2133,,,Hudspeth County,TX,,TOTAL PERSONS
0000,48,229,000,2,,2525,1575,905,830,355,80,100,2313,2254,*,,Hudspeth County,TX,,SPANISH/HISPANIC/LATINO
0000,48,231,000,1,,76595,56325,54150,2840,930,90,845,172,968,,,Hunt County,TX,,TOTAL PERSONS
0000,48,231,000,2,,6270,3900,2185,1440,560,90,130,103,1607,+,,Hunt County,TX,,SPANISH/HISPANIC/LATINO
0000,48,233,000,1,,23855,17315,16465,1280,250,55,155,152,2200,,,Hutchinson County,TX,,TOTAL PERSONS
0000,48,233,000,2,,3450,1965,1150,945,235,50,95,143,2128,+,,Hutchinson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,235,000,1,,1770,1300,1275,285,85,25,50,667,2941,,,Irion County,TX,,TOTAL PERSONS
0000,48,235,000,2,,435,280,260,230,75,25,50,588,3333,*,,Irion County,TX,,SPANISH/HISPANIC/LATINO
0000,48,237,000,1,,8765,6705,6570,290,110,20,70,167,1818,,,Jack County,TX,,TOTAL PERSONS
0000,48,237,000,2,,695,455,350,220,90,20,20,137,2222,+,,Jack County,TX,,SPANISH/HISPANIC/LATINO
0000,48,239,000,1,,14390,10435,9965,1645,550,120,320,552,2182,,,Jackson County,TX,,TOTAL PERSONS
0000,48,239,000,2,,3610,2305,1865,1315,450,120,230,452,2667,+,,Jackson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,241,000,1,,35605,26160,25725,820,290,15,430,113,517,,,Jasper County,TX,,TOTAL PERSONS
0000,48,241,000,2,,1410,885,535,355,150,15,35,058,1000,+,,Jasper County,TX,,SPANISH/HISPANIC/LATINO
0000,48,243,000,1,,2205,1665,1550,515,180,45,60,1161,2500,,,Jeff Davis County,TX,,TOTAL PERSONS
0000,48,243,000,2,,785,550,445,395,170,45,60,1097,2647,*,,Jeff Davis County,TX,,SPANISH/HISPANIC/LATINO
0000,48,245,000,1,,252050,186830,178630,16870,5400,705,3620,302,1306,,,Jefferson County,TX,,TOTAL PERSONS
0000,48,245,000,2,,26665,17965,12415,7150,2195,325,905,123,1481,+,,Jefferson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,247,000,1,,5280,3610,3475,3070,1040,290,375,2993,2788,,,Jim Hogg County,TX,,TOTAL PERSONS
0000,48,247,000,2,,4785,3240,3120,2920,1025,285,365,2950,2780,*,,Jim Hogg County,TX,,SPANISH/HISPANIC/LATINO
0000,48,249,000,1,,39325,27000,26345,17890,5830,1065,1670,2213,1827,,,Jim Wells County,TX,,TOTAL PERSONS
0000,48,249,000,2,,29855,19710,19135,16970,5530,1065,1600,2099,1926,*,,Jim Wells County,TX,,SPANISH/HISPANIC/LATINO
0000,48,251,000,1,,126810,90395,86850,7585,2400,315,940,276,1313,,,Johnson County,TX,,TOTAL PERSONS
0000,48,251,000,2,,15225,9305,6515,4815,1660,265,345,191,1596,+,,Johnson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,253,000,1,,20785,16120,16015,2655,535,155,420,334,2897,,,Jones County,TX,,TOTAL PERSONS
0000,48,253,000,2,,4385,3125,3035,2445,470,155,270,293,3298,+,,Jones County,TX,,SPANISH/HISPANIC/LATINO
0000,48,255,000,1,,15445,12095,11710,5325,1725,485,725,1473,2812,,,Karnes County,TX,,TOTAL PERSONS
0000,48,255,000,2,,7370,5285,4945,4385,1505,460,615,1285,3056,*,,Karnes County,TX,,SPANISH/HISPANIC/LATINO
0000,48,257,000,1,,71315,50655,48470,3375,1165,220,740,240,1888,,,Kaufman County,TX,,TOTAL PERSONS
0000,48,257,000,2,,7930,4825,2855,1965,790,190,230,163,2405,+,,Kaufman County,TX,,SPANISH/HISPANIC/LATINO
0000,48,259,000,1,,23745,17265,16635,2420,740,120,260,445,1622,,,Kendall County,TX,,TOTAL PERSONS
0000,48,259,000,2,,4210,2660,2185,1535,520,120,215,313,2308,+,,Kendall County,TX,,SPANISH/HISPANIC/LATINO
0000,48,261,000,1,,415,290,270,230,90,20,25,3333,2222,,,Kenedy County,TX,,TOTAL PERSONS
0000,48,261,000,2,,355,240,225,215,90,20,25,3333,2222,*,,Kenedy County,TX,,SPANISH/HISPANIC/LATINO
0000,48,263,000,1,,860,685,675,80,25,10,25,370,4000,,,Kent County,TX,,TOTAL PERSONS
0000,48,263,000,2,,,,,,,,,,,+,,Kent County,TX,,SPANISH/HISPANIC/LATINO
0000,48,265,000,1,,43655,33735,32255,4680,1440,280,580,446,1944,,,Kerr County,TX,,TOTAL PERSONS
0000,48,265,000,2,,8365,5220,4015,3210,985,270,400,305,2741,+,,Kerr County,TX,,SPANISH/HISPANIC/LATINO
0000,48,267,000,1,,4470,3400,3230,495,140,45,60,433,3214,,,Kimble County,TX,,TOTAL PERSONS
0000,48,267,000,2,,935,600,435,340,100,45,50,310,4500,+,,Kimble County,TX,,SPANISH/HISPANIC/LATINO
0000,48,269,000,1,,355,235,230,4,4,4,4,174,10000,,,King County,TX,,TOTAL PERSONS
0000,48,269,000,2,,,,,,,,,,,+,,King County,TX,,SPANISH/HISPANIC/LATINO
0000,48,271,000,1,,3380,2510,2315,990,385,140,200,1663,3636,,,Kinney County,TX,,TOTAL PERSONS
0000,48,271,000,2,,1695,1105,930,850,365,140,195,1577,3836,*,,Kinney County,TX,,SPANISH/HISPANIC/LATINO
0000,48,273,000,1,,31550,22945,21925,12480,3720,570,880,1697,1532,,,Kleberg County,TX,,TOTAL PERSONS
0000,48,273,000,2,,20685,14350,13620,11550,3430,555,825,1564,1618,*,,Kleberg County,TX,,SPANISH/HISPANIC/LATINO
0000,48,275,000,1,,4255,3070,2980,580,230,85,140,772,3696,,,Knox County,TX,,TOTAL PERSONS
0000,48,275,000,2,,1085,635,565,515,210,80,100,705,3810,*,,Knox County,TX,,SPANISH/HISPANIC/LATINO
0000,48,277,000,1,,48500,35840,35300,1170,330,40,465,093,1212,,,Lamar County,TX,,TOTAL PERSONS
0000,48,277,000,2,,1715,1055,695,400,140,30,40,040,2143,+,,Lamar County,TX,,SPANISH/HISPANIC/LATINO
0000,48,279,000,1,,14710,10355,9855,3215,1160,390,660,1177,3362,,,Lamb County,TX,,TOTAL PERSONS
0000,48,279,000,2,,6430,3890,3405,3030,1135,385,560,1152,3392,*,,Lamb County,TX,,SPANISH/HISPANIC/LATINO
0000,48,281,000,1,,17760,12860,12400,1695,465,125,285,375,2688,,,Lampasas County,TX,,TOTAL PERSONS
0000,48,281,000,2,,2675,1580,1290,1020,340,125,175,274,3676,+,,Lampasas County,TX,,SPANISH/HISPANIC/LATINO
0000,48,283,000,1,,5865,4160,4045,2845,1190,335,480,2942,2815,,,La Salle County,TX,,TOTAL PERSONS
