FILEID,STUSAB,SUMLEV,GEOCOMP,CHARITER,CIFSN,LOGRECNO,REGION,DIVISION,STATE,COUNTY,COUNTYCC,COUNTYSC,COUSUB,COUSUBCC,COUSUBSC,PLACE,PLACECC,PLACESC,TRACT,BLKGRP,BLOCK,IUC,CONCIT,CONCITCC,CONCITSC,AIANHH,AIANHHFP,AIANHHCC,AIHHTLI,AITSCE,AITS,AITSCC,TTRACT,TBLKGRP,ANRC,ANRCCC,CBSA,CBSASC,METDIV,CSA,NECTA,NECTASC,NECTADIV,CNECTA,CBSAPCI,NECTAPCI,UA,UASC,UATYPE,UR,CD,SLDU,SLDL,VTD,VTDI,RESERVE2,ZCTA5,SUBMCD,SUBMCDCC,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,RESERVE3,UGA,STATENS,COUNTYNS,COUSUBNS,PLACENS,CONCITNS,AIANHHNS,AITSNS,ANRCNS,SUBMCDNS,CD113,CD114,CD115,SLDU2,SLDU3,SLDU4,SLDL2,SLDL3,SLDL4,AIANHHSC,CSASC,CNECTASC,MEMI,NMEMI,PUMA,RESERVED
PLST,IL,571,0,0,,0000534,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,06420,,99144653,503870,Bloom Township High School District 206 (part),E,,58787,21848,41.5063653,-87.6155049,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000535,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,06540,,2987864,119622,Community High School District 218 (part),E,,6442,2634,41.6632393,-87.6545345,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000536,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,07050,,22751690,24465,Bremen Community High School District 228 (part),E,,25913,9374,41.5846648,-87.7011832,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000537,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,19560,,29896688,157529,Homewood-Flossmoor Community High School District 233,E,,38253,15283,41.5495019,-87.6700891,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000538,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,33420,,80185005,389105,Rich Township High School District 227 (part),E,,66758,27336,41.502605,-87.7210353,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000539,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,38940,,39348778,534981,Thornton Fractional Township High School District 215,E,,60428,23876,41.589843,-87.5426174,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000540,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,38970,,83672350,1289246,Thornton Township High School District 205 (part),E,,111732,44184,41.6128004,-87.6225797,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000541,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,99999,,120999547,15440548,Remainder of Congressional District 2,F,,234445,101484,41.7010416,-87.5921601,C2,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000542,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,09930,100548087,9747719,Chicago Public School District 299 (part),E,,224150,97392,41.707423,-87.5876744,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000543,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,11250,20451460,5723,Crete-Monee Community Unit School District 201-U (part),E,,10295,4092,41.4530523,-87.6861151,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000544,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,99998,0,5687106,School District Not Defined (Water) (part),F,,0,0,41.7809221,-87.5667344,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000545,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,99999,357987028,3018818,Remainder of Congressional District 2,F,,368313,144535,41.5701325,-87.6277588,C2,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,500,0,0,,0000546,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,,,322452098,3248269,Congressional District 3,N,,663381,251078,41.7642994,-87.8051683,C2,,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,510,0,0,,0000547,2,3,17,031,H1,,,,,,,,,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,322452098,3248269,Cook County (part),A,,663381,251078,41.7779843,-87.7769987,06,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000548,2,3,17,031,H1,,,,,,,,340500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,104712,0,Census Tract 3405 (part),S,,839,427,41.8370613,-87.6343772,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000549,2,3,17,031,H1,,,,,,,,560100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,687751,48985,Census Tract 5601,S,,1473,354,41.8140307,-87.7418068,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000550,2,3,17,031,H1,,,,,,,,560200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,668996,0,Census Tract 5602,S,,1721,1155,41.8102924,-87.7484262,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000551,2,3,17,031,H1,,,,,,,,560300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,659007,0,Census Tract 5603,S,,3187,949,41.8048178,-87.7482777,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000552,2,3,17,031,H1,,,,,,,,560400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,334560,0,Census Tract 5604,S,,1516,434,41.8030877,-87.7408933,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000553,2,3,17,031,H1,,,,,,,,560700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,661239,0,Census Tract 5607,S,,3484,1278,41.7963211,-87.7569068,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000554,2,3,17,031,H1,,,,,,,,560800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1321149,0,Census Tract 5608,S,,5411,2176,41.7954425,-87.772456,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000555,2,3,17,031,H1,,,,,,,,560900,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1319255,0,Census Tract 5609,S,,5093,1946,41.7950078,-87.7910436,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000556,2,3,17,031,H1,,,,,,,,561000,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1328253,0,Census Tract 5610,S,,5161,2115,41.7894291,-87.791778,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000557,2,3,17,031,H1,,,,,,,,561100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1321996,0,Census Tract 5611,S,,5407,1986,41.7897971,-87.7716533,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000558,2,3,17,031,H1,,,,,,,,570200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1763044,0,Census Tract 5702,S,,1943,621,41.8123895,-87.728339,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000559,2,3,17,031,H1,,,,,,,,570300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,980170,0,Census Tract 5703,S,,6116,1858,41.8032263,-87.7292668,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000560,2,3,17,031,H1,,,,,,,,570500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,423602,0,Census Tract 5705,S,,2462,774,41.7991841,-87.7328242,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000561,2,3,17,031,H1,,,,,,,,590500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,447152,24222,Census Tract 5905 (part),S,,1276,516,41.8276136,-87.6785625,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000562,2,3,17,031,H1,,,,,,,,590600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,348145,0,Census Tract 5906,S,,3564,1293,41.8258493,-87.6730215,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000563,2,3,17,031,H1,,,,,,,,590700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,869702,0,Census Tract 5907,S,,3100,1070,41.8266072,-87.6666743,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000564,2,3,17,031,H1,,,,,,,,600400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,327223,0,Census Tract 6004,S,,3891,1618,41.8408032,-87.6442178,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000565,2,3,17,031,H1,,,,,,,,600600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,352159,0,Census Tract 6006 (part),S,,2737,1114,41.8424685,-87.655751,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000566,2,3,17,031,H1,,,,,,,,600700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,364741,0,Census Tract 6007 (part),S,,2506,1107,41.8403322,-87.6601787,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000567,2,3,17,031,H1,,,,,,,,600900,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,383218,0,Census Tract 6009,S,,3699,1690,41.8365824,-87.6538537,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000568,2,3,17,031,H1,,,,,,,,610800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,331962,0,Census Tract 6108,S,,1393,618,41.812865,-87.6392947,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000569,2,3,17,031,H1,,,,,,,,611000,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,267560,0,Census Tract 6110 (part),S,,158,56,41.805925,-87.6515353,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000570,2,3,17,031,H1,,,,,,,,611100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,326779,0,Census Tract 6111,S,,2922,994,41.8059733,-87.6572995,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000571,2,3,17,031,H1,,,,,,,,611200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,163562,0,Census Tract 6112 (part),S,,971,301,41.8034008,-87.6621221,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000572,2,3,17,031,H1,,,,,,,,611300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,163796,0,Census Tract 6113 (part),S,,1635,492,41.8024073,-87.6675443,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000573,2,3,17,031,H1,,,,,,,,611400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,163386,0,Census Tract 6114 (part),S,,1494,409,41.8021705,-87.6723921,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000574,2,3,17,031,H1,,,,,,,,611500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,162122,0,Census Tract 6115 (part),S,,1672,502,41.8023473,-87.6766593,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000575,2,3,17,031,H1,,,,,,,,611600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,199460,0,Census Tract 6116 (part),S,,921,354,41.7982338,-87.6759709,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000576,2,3,17,031,H1,,,,,,,,620200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,577055,0,Census Tract 6202,S,,2223,768,41.7942923,-87.7302392,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000577,2,3,17,031,H1,,,,,,,,620300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,992183,0,Census Tract 6203,S,,6399,2006,41.7904162,-87.7301251,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000578,2,3,17,031,H1,,,,,,,,630100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,452732,0,Census Tract 6301 (part),S,,1154,360,41.7998698,-87.681664,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000579,2,3,17,031,H1,,,,,,,,630800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,82053,0,Census Tract 6308 (part),S,,771,196,41.7875187,-87.6951496,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000580,2,3,17,031,H1,,,,,,,,640100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,325921,0,Census Tract 6401,S,,1211,490,41.7811928,-87.7402415,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000581,2,3,17,031,H1,,,,,,,,640300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1324641,0,Census Tract 6403,S,,6463,2423,41.7809964,-87.7706968,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000582,2,3,17,031,H1,,,,,,,,640400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1334944,0,Census Tract 6404,S,,3190,1263,41.7804794,-87.7879813,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000583,2,3,17,031,H1,,,,,,,,640500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,661917,0,Census Tract 6405,S,,3491,1558,41.7759339,-87.7906731,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000584,2,3,17,031,H1,,,,,,,,640600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,659756,0,Census Tract 6406,S,,3912,1720,41.7765134,-87.7711357,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000585,2,3,17,031,H1,,,,,,,,640700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,657154,0,Census Tract 6407,S,,3156,1087,41.7761393,-87.7532618,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000586,2,3,17,031,H1,,,,,,,,640800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,326705,0,Census Tract 6408,S,,1716,533,41.7757247,-87.7400714,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000587,2,3,17,031,H1,,,,,,,,650100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,673591,0,Census Tract 6501,S,,4816,1293,41.7826206,-87.7167354,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000588,2,3,17,031,H1,,,,,,,,650200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,990903,0,Census Tract 6502,S,,7320,2188,41.7813062,-87.729856,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000589,2,3,17,031,H1,,,,,,,,650301,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,985559,0,Census Tract 6503.01,S,,5711,1572,41.7758617,-87.7284833,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000590,2,3,17,031,H1,,,,,,,,650302,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,661844,0,Census Tract 6503.02,S,,4344,1105,41.7748813,-87.716534,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000591,2,3,17,031,H1,,,,,,,,650400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1098626,0,Census Tract 6504,S,,6743,1687,41.7657401,-87.7187607,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000592,2,3,17,031,H1,,,,,,,,650500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,3241744,0,Census Tract 6505,S,,4421,1517,41.7658727,-87.7298444,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000593,2,3,17,031,H1,,,,,,,,660301,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,163782,0,Census Tract 6603.01,S,,1785,641,41.7801963,-87.6979938,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000594,2,3,17,031,H1,,,,,,,,660302,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,491837,0,Census Tract 6603.02,S,,5527,1572,41.7835894,-87.6986975,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000595,2,3,17,031,H1,,,,,,,,660400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,645648,0,Census Tract 6604,S,,5960,1514,41.7827804,-87.7068872,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000596,2,3,17,031,H1,,,,,,,,660500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,659363,0,Census Tract 6605,S,,5534,1432,41.775452,-87.7091163,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000597,2,3,17,031,H1,,,,,,,,660600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,266873,0,Census Tract 6606 (part),S,,2847,980,41.7778855,-87.6991481,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000598,2,3,17,031,H1,,,,,,,,660800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,185198,0,Census Tract 6608 (part),S,,1632,539,41.7728592,-87.700236,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000599,2,3,17,031,H1,,,,,,,,660900,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,590494,66580,Census Tract 6609 (part),S,,0,0,41.7697453,-87.7097185,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000600,2,3,17,031,H1,,,,,,,,661100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,647714,0,Census Tract 6611 (part),S,,3262,793,41.7615954,-87.7073164,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000601,2,3,17,031,H1,,,,,,,,700200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1623942,0,Census Tract 7002,S,,6609,1832,41.7517243,-87.7232831,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000602,2,3,17,031,H1,,,,,,,,700301,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1275711,0,Census Tract 7003.01,S,,5728,1685,41.7458363,-87.730968,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000603,2,3,17,031,H1,,,,,,,,700302,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1319648,0,Census Tract 7003.02,S,,5319,1784,41.7374519,-87.7303212,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000604,2,3,17,031,H1,,,,,,,,720100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1972036,0,Census Tract 7201,S,,3300,1237,41.7256015,-87.6753366,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000605,2,3,17,031,H1,,,,,,,,720200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1258926,0,Census Tract 7202 (part),S,,3005,1188,41.7129767,-87.6679651,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000606,2,3,17,031,H1,,,,,,,,720300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1261681,0,Census Tract 7203,S,,3723,1354,41.7146433,-87.676725,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000607,2,3,17,031,H1,,,,,,,,720400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,663284,0,Census Tract 7204,S,,1924,732,41.7108763,-87.6873261,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000608,2,3,17,031,H1,,,,,,,,720500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1042169,0,Census Tract 7205,S,,2166,809,41.7031546,-87.6861576,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000609,2,3,17,031,H1,,,,,,,,720600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,582373,0,Census Tract 7206,S,,1756,645,41.701872,-87.6775311,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000610,2,3,17,031,H1,,,,,,,,720700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,740331,0,Census Tract 7207 (part),S,,2514,1253,41.7026621,-87.6658064,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000611,2,3,17,031,H1,,,,,,,,740100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,891330,0,Census Tract 7401,S,,3048,1277,41.6979983,-87.6984043,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000612,2,3,17,031,H1,,,,,,,,740200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1966292,0,Census Tract 7402,S,,6547,2287,41.704228,-87.7104601,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000613,2,3,17,031,H1,,,,,,,,740300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,1320726,0,Census Tract 7403,S,,4713,1834,41.6941489,-87.7109982,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000614,2,3,17,031,H1,,,,,,,,740400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,2838807,0,Census Tract 7404,S,,4785,1976,41.6875907,-87.7089131,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000615,2,3,17,031,H1,,,,,,,,750200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,03,,,,,,,,,,,,768097,0,Census Tract 7502 (part),S,,1960,867,41.6961291,-87.6752275,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
